image_url,estimate_id,province,city_name,driver_platform,activity_type,activity_breakdown,activity_zone_image_urls,activity_detail_image_urls,driver_category,submit_time,submit_timestamp_ms,event_time,is_recognized,activity_name_result,activity_city_result,activity_fence,discount_rules,validity_period_start_time,validity_period_end_time,applicable_time_period,order_timeliness_type,order_categories,dis_range,purchase_start_time,purchase_end_time,reduce_after_price,est_price
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/127c8128cf0775/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205065933_2101_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1cd5431ba708f7/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205065931_2100_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/73efc764c4f3e/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205065935_2102_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/ac09588bf852a8/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205065937_2103_50.jpg?x-s3-process=image/resize,69840b5b518ae0047887eb3c,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMF3G+UqC+NUU5v+4EjHm8wEnzOMSBP21RigVP9OzQVfljTCDRn+kWlod0JAkLvI3pA==,,享道,免佣卡,节假日免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/4704527ab512f8/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205065917_2092_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/88ae326462b678/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205065918_2093_50.jpg?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/127c8128cf0775/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205065933_2101_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1cd5431ba708f7/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205065931_2100_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/73efc764c4f3e/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205065935_2102_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/ac09588bf852a8/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205065937_2103_50.jpg?x-s3-process=image/resize,普通版,2026-02-05 11:15:40,1770261340600,1770261340,True,单单免佣 | 早鸟价【2/21~2/23】3日免佣卡,西安市、咸阳市,"[""全城""]","{""name"":""免佣单数无上限"",""detail"":{}}",02-21 00:00:00,02-23 23:59:59,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单"",""预约单""]","[""普通实时单"",""特惠单"",""特享单"",""回市区单"",""普通预约单"",""接机/送机单"",""享学小专车单""]",,1970-01-01 00:00:00,1970-01-01 00:00:00,0,179
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/10f772eb6fc302/%7BA5A9B63A-0B38-45DA-A297-A6BF6F664F75%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1641513e33006a/%7BE484645E-9687-4ABE-AB1C-D6D793695A31%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/3633866b2051ca/%7B3161F7C6-157B-43E1-9820-40A32DFECA81%7D.png?x-s3-process=image/resize,697c53ae88440b04b31beae8,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,飞嘀打车,免佣卡,其他,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/145d0e7cbf6931/%7B976F9144-782C-4AF6-8CF8-7FA04043C2DC%7D.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/10f772eb6fc302/%7BA5A9B63A-0B38-45DA-A297-A6BF6F664F75%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1641513e33006a/%7BE484645E-9687-4ABE-AB1C-D6D793695A31%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/3633866b2051ca/%7B3161F7C6-157B-43E1-9820-40A32DFECA81%7D.png?x-s3-process=image/resize,普通版,2026-01-30 14:46:05,1769755565878,1769755565,True,14天免佣卡,北京市,,"{""name"":""14天活动期内最高免佣130单，免佣金额无上限"",""detail"":{}}",01-23 21:00:00,01-30 23:44:59,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单""]","[""特惠单"",""高德渠道单"",""自有渠道单"",""同程旅行单"",""市内拼车单"",""经济型单"",""优享型单"",""专车型单"",""商务型单"",""豪华型单"",""特快车单""]",,01-23 21:00:00,01-30 23:44:59,,999
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1081650b3b1ca1/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205055437_1106_45.jpg?x-s3-process=image/resize,698430c1a2455c04ae6e59f2,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMJ0uJCAPluBQ9uDIYEtxmsl3TdyHsdp7ZF6OFj//drBl4MjhtNVG8y5YxHLsqjcTTQ==,,E定行,免佣卡,不限时段里程免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/429ad188b59538/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205055441_1109_45.jpg?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1081650b3b1ca1/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205055437_1106_45.jpg?x-s3-process=image/resize,普通版,2026-02-05 13:55:14,1770270914986,1770270914,True,免佣卡,咸阳市,"[""咸阳市""]","{""name"":""免佣单数无上限，免佣金额无上限"",""detail"":{}}",02-05 00:00:00,02-05 23:59:59,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单""]","[""特惠单""]",,02-04 13:00:00,02-05 15:59:59,,16.9
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/12e891e4200def/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203063204_1980_50.jpg?x-s3-process=image/resize,69819f45b1be98049cbb7283,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMF3G+UqC+NUU5v+4EjHm8wEnzOMSBP21RigVP9OzQVfljTCDRn+kWlod0JAkLvI3pA==,,喜行约车,免佣卡,7日免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/138c5c80650d8/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203063151_1972_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/f7e1d548fd68a8/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203063152_1973_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/180a58300319d4/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203063153_1974_50.jpg?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/12e891e4200def/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203063204_1980_50.jpg?x-s3-process=image/resize,普通版,2026-02-03 15:09:57,1770102597249,1770102597,True,免佣卡,西安市,"[""西安市""]","{""name"":""免佣单数无上限，免佣金额无上限"",""detail"":{}}",02-03 00:00:00,02-09 23:59:59,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单""]","[""经济型单"",""特惠单"",""特快车单"",""市内拼车单"",""优享型单"",""专车型单""]",,02-02 00:00:00,02-03 12:00:59,0.92,560
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/8c9a4f76fcf638/%7B957346F2-A12C-47F5-95A3-121A25D68602%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/113af6509df409/%7BA2CE0867-F51B-4F6A-8FA2-47062500E497%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/15a61f7ef21b17/%7B39469E66-3D3E-488E-9C4F-9CE7D9AA6874%7D.png?x-s3-process=image/resize,697c2e2244fbf2048fb8e4f0,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,飞嘀打车,免佣卡,1日免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/49d81a80a3e61/%7B3E0F654C-E1F2-4D5A-95DB-A26D230B11AE%7D.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/8c9a4f76fcf638/%7B957346F2-A12C-47F5-95A3-121A25D68602%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/113af6509df409/%7BA2CE0867-F51B-4F6A-8FA2-47062500E497%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/15a61f7ef21b17/%7B39469E66-3D3E-488E-9C4F-9CE7D9AA6874%7D.png?x-s3-process=image/resize,普通版,2026-01-30 12:05:54,1769745954654,1769745954,True,免佣卡,北京市,,"{""name"":""免佣单数无上限"",""detail"":{}}",01-26 00:00:00,01-26 23:59:59,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单""]","[""高德渠道单"",""特惠单""]",,01-20 21:59:00,01-26 23:44:59,,69
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/b9bb0bd8e0aa98/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070430_2139_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/4f3e104c22a24/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070431_2140_50.jpg?x-s3-process=image/resize,698413a3e6694d04af0444dd,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMF3G+UqC+NUU5v+4EjHm8wEnzOMSBP21RigVP9OzQVfljTCDRn+kWlod0JAkLvI3pA==,,妥妥E行,免佣卡,限时段里程免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/3c0887b71159ac/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070418_2134_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/17eea917e798b6/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070416_2133_50.jpg?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/b9bb0bd8e0aa98/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070430_2139_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/4f3e104c22a24/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070431_2140_50.jpg?x-s3-process=image/resize,普通版,2026-02-05 11:51:01,1770263461332,1770263461,True,7天时段免佣卡,西安市,"[""西安市""]","{""name"":""7天免佣单数无上限，免佣金额无上限"",""detail"":{}}",01-31 00:00:00,02-06 23:44:59,"{""每日"":[""00:00:00 - 07:00:59"",""09:00:00 - 23:59:59""]}","[""实时单""]","[""特惠单"",""MT单"",""TT单""]",,01-31 00:00:00,02-06 23:44:59,,218
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/146bcaf48a736b/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205055126_1094_45.jpg?x-s3-process=image/resize,69843334a71658048abdc789,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMJ0uJCAPluBQ9uDIYEtxmsl3TdyHsdp7ZF6OFj//drBl4MjhtNVG8y5YxHLsqjcTTQ==,,及时用车,免佣卡,不限时段里程段免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/188516c48e2d4d/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205055129_1097_45.jpg?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/146bcaf48a736b/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205055126_1094_45.jpg?x-s3-process=image/resize,普通版,2026-02-05 14:05:42,1770271542113,1770271542,True,免佣卡,咸阳市,"[""咸阳市""]","{""name"":""免佣单数无上限"",""detail"":{}}",02-05 00:00:00,02-05 23:59:59,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单""]","[""特惠单""]",,02-04 18:00:00,02-05 12:00:59,,18
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/6c5dfc3e54159c/%7B47C5B9BF-6627-4DDD-8682-BFD57D2A3DD2%7D.png?x-s3-process=image/resize,697c8579a531530471944453,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMNgBC2xMAf2t4dyhqIRuzHJECgrOhsJ2sFr/ayuzXOTqRrpQVAH9pwoz9llzxofb7g==,,喜行约车轻快,免佣卡,其他,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/18c5d268537bc4/%7BE84ACA5C-C979-4645-B14A-A11F3B14878A%7D.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/6c5dfc3e54159c/%7B47C5B9BF-6627-4DDD-8682-BFD57D2A3DD2%7D.png?x-s3-process=image/resize,极速版,2026-01-30 18:18:32,1769768312905,1769768312,True,14天免佣卡,长沙市,,"{""name"":""享单单免佣"",""detail"":{}}",01-17 07:47:11,01-31 07:47:11,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单"",""市内拼车单""]","[""市内拼车单""]",,,,0,714.06
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1203daab039e8f/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070203_2128_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1768f5f92d6cb6/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070157_2125_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/4c3e7ba3c426d8/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070204_2129_50.jpg?x-s3-process=image/resize,69841056578790047589ef5a,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMF3G+UqC+NUU5v+4EjHm8wEnzOMSBP21RigVP9OzQVfljTCDRn+kWlod0JAkLvI3pA==,,蓉橙出行,免佣卡,不限时段里程免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/6d1bae9677228c/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070150_2122_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/e732a228b725d8/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070155_2124_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1ffacbe0cc9e18/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070152_2123_50.jpg?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1203daab039e8f/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070203_2128_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1768f5f92d6cb6/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070157_2125_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/4c3e7ba3c426d8/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070204_2129_50.jpg?x-s3-process=image/resize,普通版,2026-02-05 11:36:55,1770262615516,1770262615,True,7天免佣卡,西安市,"[""西安市""]","{""name"":""7天每日最高免佣12单"",""detail"":{}}",02-02 12:00:00,02-09 12:00:59,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单""]","[""市内拼车单"",""经济型单"",""优享型单"",""专车型单"",""商务型单"",""豪华型单"",""特惠单"",""特快车单""]",,02-02 12:00:00,02-09 12:00:59,,325
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/14096aa7e28766/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070159_2126_50.jpg?x-s3-process=image/resize,69841083f7359104ba8e8df0,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMF3G+UqC+NUU5v+4EjHm8wEnzOMSBP21RigVP9OzQVfljTCDRn+kWlod0JAkLvI3pA==,,蓉橙出行,免佣卡,限时段里程免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/d39477672c1d88/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070152_2123_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/117074502d9c24/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070150_2122_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/147d696b70f98d/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070155_2124_50.jpg?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/14096aa7e28766/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070159_2126_50.jpg?x-s3-process=image/resize,普通版,2026-02-05 11:37:40,1770262660996,1770262660,True,时段免佣卡,西安市,"[""西安市""]","{""name"":""免佣单数无上限"",""detail"":{}}",02-05 00:00:00,02-05 23:59:59,"{""每日"":[""00:00:00 - 06:59:59"",""09:00:00 - 23:59:59""]}","[""实时单""]","[""市内拼车单"",""经济型单"",""优享型单"",""专车型单"",""商务型单"",""特惠单"",""特快车单"",""豪华型单""]",,02-04 12:00:00,02-05 16:00:59,,88
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/176bf32ded7eee/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203063154_1975_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/bc2e76f4a82568/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203063156_1976_50.jpg?x-s3-process=image/resize,69819dbc050a54048a1185f2,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMF3G+UqC+NUU5v+4EjHm8wEnzOMSBP21RigVP9OzQVfljTCDRn+kWlod0JAkLvI3pA==,,喜行约车,免佣卡,1日免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/638c6b794635f/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203063151_1972_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/d5490c097218a/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203063152_1973_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/8691edbc2bede/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203063153_1974_50.jpg?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/176bf32ded7eee/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203063154_1975_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/bc2e76f4a82568/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203063156_1976_50.jpg?x-s3-process=image/resize,普通版,2026-02-03 15:03:24,1770102204012,1770102204,True,免佣卡,西安市,"[""西安市""]","{""name"":""免佣单数无上限，免佣金额无上限"",""detail"":{}}",02-03 00:00:00,02-03 23:59:59,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单""]","[""经济型单"",""特惠单"",""特快车单"",""市内拼车单"",""优享型单"",""专车型单""]",,02-02 00:00:00,02-03 12:00:59,0.89,82
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/e3a6b197871c4/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205071011_2166_50.jpg?x-s3-process=image/resize,69842472fcae630491bd5ba3,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMF3G+UqC+NUU5v+4EjHm8wEnzOMSBP21RigVP9OzQVfljTCDRn+kWlod0JAkLvI3pA==,,喜行约车,免佣卡,7日免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/c28f8149435cc8/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070955_2155_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/99fbdc3267414/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070956_2156_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1427149e5cfd36/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070957_2157_50.jpg?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/e3a6b197871c4/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205071011_2166_50.jpg?x-s3-process=image/resize,普通版,2026-02-05 13:02:43,1770267763801,1770267763,True,免佣卡,西安市,"[""西安市""]","{""name"":""免佣单数无上限，免佣金额无上限"",""detail"":{}}",02-05 00:00:00,02-11 23:59:59,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单""]","[""经济型单"",""特惠单"",""特快车单"",""市内拼车单"",""优享型单"",""专车型单""]",,02-04 00:00:00,02-05 12:00:59,0.92,560
